iter,loss,mask-enc,mask-pred,time (ms)
730,0.00046,112.00000,20.00000,92
731,0.00015,109.00000,20.00000,88
732,0.00033,109.00000,20.00000,90
733,0.00012,94.00000,24.00000,79
734,0.00012,129.00000,16.00000,99
735,0.00042,115.00000,20.00000,92
736,0.00048,113.00000,20.00000,92
737,0.00095,109.00000,20.00000,103
738,0.00143,113.00000,20.00000,103
739,0.00044,106.00000,20.00000,92
740,0.00018,113.00000,20.00000,89
741,0.00045,114.00000,20.00000,90
742,0.00017,96.00000,24.00000,80
743,0.00178,131.00000,16.00000,100
744,0.00051,111.00000,20.00000,89
745,0.00187,134.00000,16.00000,100
746,0.00090,114.00000,20.00000,89
747,0.00018,99.00000,24.00000,83
748,0.00032,115.00000,20.00000,92
749,0.00220,115.00000,20.00000,92
750,0.00085,113.00000,20.00000,91
751,0.00032,117.00000,20.00000,92
752,0.00095,111.00000,20.00000,91
753,0.00021,101.00000,24.00000,97
754,0.00035,98.00000,24.00000,97
755,0.00049,112.00000,20.00000,97
756,0.00045,133.00000,16.00000,99
757,0.00039,112.00000,20.00000,88
758,0.00159,115.00000,20.00000,92
759,0.00056,113.00000,20.00000,90
760,0.00016,114.00000,20.00000,90
761,0.00014,98.00000,24.00000,85
762,0.00020,114.00000,20.00000,91
763,0.00098,118.00000,20.00000,93
764,0.00223,99.00000,24.00000,83
765,0.00289,112.00000,20.00000,88
766,0.00072,96.00000,24.00000,85
767,0.00072,97.00000,24.00000,84
768,0.00105,111.00000,20.00000,91
769,0.00764,114.00000,20.00000,104
770,0.00273,94.00000,24.00000,83
771,0.00158,112.00000,20.00000,91
772,0.00140,109.00000,20.00000,94
773,0.00105,107.00000,20.00000,85
774,0.00130,115.00000,20.00000,94
775,0.00181,112.00000,20.00000,89
776,0.00558,111.00000,20.00000,91
777,0.00059,112.00000,20.00000,90
778,0.00243,109.00000,20.00000,89
779,0.00179,95.00000,24.00000,81
780,0.00034,112.00000,20.00000,90
781,0.00028,109.00000,20.00000,89
782,0.00057,111.00000,20.00000,91
783,0.00180,116.00000,20.00000,89
784,0.00051,113.00000,20.00000,90
785,0.00022,115.00000,20.00000,108
786,0.00044,89.00000,24.00000,91
787,0.00073,113.00000,20.00000,95
788,0.00040,117.00000,20.00000,93
789,0.00020,98.00000,24.00000,84
790,0.00091,103.00000,24.00000,88
791,0.00083,112.00000,20.00000,89
792,0.00053,113.00000,20.00000,91
793,0.00025,114.00000,20.00000,90
794,0.00028,120.00000,20.00000,92
795,0.00047,117.00000,20.00000,92
796,0.00058,115.00000,20.00000,92
797,0.00098,114.00000,20.00000,90
798,0.00055,96.00000,24.00000,81
799,0.00168,111.00000,20.00000,91
800,0.00129,111.00000,20.00000,89
801,0.00043,109.00000,20.00000,104
802,0.00119,95.00000,24.00000,94
803,0.00077,111.00000,20.00000,90
804,0.00062,117.00000,20.00000,93
805,0.00051,118.00000,20.00000,92
806,0.00174,90.00000,24.00000,83
807,0.00126,116.00000,20.00000,90
808,0.00052,115.00000,20.00000,92
809,0.00067,115.00000,20.00000,92
810,0.00243,96.00000,24.00000,81
811,0.00042,113.00000,20.00000,89
812,0.00086,90.00000,24.00000,79
813,0.00047,121.00000,20.00000,95
814,0.00058,102.00000,24.00000,85
815,0.00214,94.00000,24.00000,81
816,0.00071,102.00000,24.00000,86
817,0.00059,118.00000,20.00000,107
818,0.00181,99.00000,24.00000,94
819,0.00157,111.00000,20.00000,96
820,0.00089,93.00000,24.00000,80
821,0.00172,114.00000,20.00000,90
822,0.00164,109.00000,20.00000,88
823,0.00232,119.00000,20.00000,94
824,0.00156,109.00000,20.00000,89
825,0.00217,111.00000,20.00000,89
826,0.00194,109.00000,20.00000,89
827,0.00218,121.00000,20.00000,94
828,0.00099,113.00000,20.00000,92
829,0.00281,114.00000,20.00000,91
830,0.00150,100.00000,24.00000,83
831,0.00150,115.00000,20.00000,93
832,0.00061,114.00000,20.00000,90
833,0.00197,99.00000,24.00000,97
834,0.00291,118.00000,20.00000,103
835,0.00169,95.00000,24.00000,93
836,0.00111,97.00000,24.00000,82
837,0.01264,117.00000,20.00000,92
838,0.00165,130.00000,16.00000,98
839,0.00266,97.00000,24.00000,81
840,0.00219,114.00000,20.00000,90
841,0.00412,93.00000,24.00000,83
842,0.00306,94.00000,24.00000,80
843,0.00243,116.00000,20.00000,92
844,0.00119,115.00000,20.00000,92
845,0.00113,116.00000,20.00000,92
846,0.00081,122.00000,20.00000,94
847,0.00467,112.00000,20.00000,88
848,0.00138,111.00000,20.00000,91
849,0.00151,95.00000,24.00000,96
850,0.00190,116.00000,20.00000,96
851,0.00277,132.00000,16.00000,103
852,0.00223,115.00000,20.00000,107
853,0.00076,95.00000,24.00000,90
854,0.00047,100.00000,24.00000,89
855,0.00057,114.00000,20.00000,91
856,0.00075,133.00000,16.00000,103
857,0.00029,114.00000,20.00000,95
858,0.00030,111.00000,20.00000,91
859,0.00029,96.00000,24.00000,84
860,0.00035,111.00000,20.00000,92
861,0.00027,118.00000,20.00000,93
862,0.00017,114.00000,20.00000,89
863,0.00029,96.00000,24.00000,78
864,0.00018,117.00000,20.00000,92
865,0.00066,93.00000,24.00000,93
866,0.00079,116.00000,20.00000,104
867,0.00020,112.00000,20.00000,88
868,0.00126,100.00000,24.00000,84
869,0.00171,117.00000,20.00000,93
870,0.00512,99.00000,24.00000,117
871,0.00072,109.00000,20.00000,94
872,0.00194,110.00000,20.00000,90
873,0.00222,120.00000,20.00000,101
874,0.00032,111.00000,20.00000,92
875,0.00039,113.00000,20.00000,94
876,0.00085,97.00000,24.00000,84
877,0.00044,93.00000,24.00000,82
878,0.00332,97.00000,24.00000,84
879,0.00043,114.00000,20.00000,89
880,0.00034,93.00000,24.00000,81
881,0.00196,111.00000,20.00000,106
882,0.00049,116.00000,20.00000,105
883,0.00084,115.00000,20.00000,92
884,0.00019,112.00000,20.00000,88
885,0.00131,118.00000,20.00000,97
886,0.00049,94.00000,24.00000,80
887,0.00087,112.00000,20.00000,91
888,0.00033,110.00000,20.00000,88
889,0.00045,119.00000,20.00000,94
890,0.00110,118.00000,20.00000,92
891,0.00165,85.00000,24.00000,82
892,0.00104,116.00000,20.00000,91
893,0.00306,94.00000,24.00000,81
894,0.00173,116.00000,20.00000,91
895,0.00137,95.00000,24.00000,81
896,0.00140,137.00000,16.00000,103
897,0.00043,99.00000,24.00000,99
898,0.00021,112.00000,20.00000,109
899,0.01106,113.00000,20.00000,94
900,0.00218,105.00000,20.00000,97
901,0.00050,114.00000,20.00000,93
902,0.00877,96.00000,24.00000,83
903,0.00626,113.00000,20.00000,96
904,0.00024,117.00000,20.00000,109
905,0.00026,91.00000,24.00000,84
906,0.00027,98.00000,24.00000,84
907,0.00040,97.00000,24.00000,83
908,0.00617,105.00000,20.00000,88
909,0.00077,109.00000,20.00000,92
910,0.00084,118.00000,20.00000,94
911,0.00074,102.00000,24.00000,97
912,0.00081,114.00000,20.00000,95
913,0.00053,112.00000,20.00000,90
914,0.00018,108.00000,20.00000,91
915,0.00057,115.00000,20.00000,92
916,0.00058,96.00000,24.00000,81
917,0.00045,111.00000,20.00000,93
918,0.00038,112.00000,20.00000,95
919,0.00178,114.00000,20.00000,110
920,0.00218,115.00000,20.00000,93
921,0.00043,108.00000,20.00000,89
922,0.00072,118.00000,20.00000,93
923,0.00033,109.00000,20.00000,101
924,0.00037,109.00000,20.00000,103
925,0.00026,96.00000,24.00000,80
926,0.00128,133.00000,16.00000,104
927,0.00080,103.00000,24.00000,87
928,0.00095,99.00000,24.00000,84
929,0.00083,87.00000,24.00000,96
930,0.00044,115.00000,20.00000,104
931,0.00030,95.00000,24.00000,81
932,0.00231,108.00000,20.00000,85
933,0.00025,89.00000,24.00000,82
934,0.00032,89.00000,24.00000,81
935,0.00063,117.00000,20.00000,93
936,0.00033,132.00000,16.00000,101
937,0.00023,115.00000,20.00000,92
938,0.00019,99.00000,24.00000,88
939,0.00024,111.00000,20.00000,92
940,0.00049,115.00000,20.00000,93
941,0.00067,109.00000,20.00000,96
942,0.00069,94.00000,24.00000,83
943,0.00010,115.00000,20.00000,93
944,0.00062,132.00000,16.00000,100
945,0.00084,108.00000,20.00000,99
946,0.00058,112.00000,20.00000,92
947,0.00019,109.00000,20.00000,93
948,0.00064,117.00000,20.00000,94
949,0.00011,111.00000,20.00000,90
950,0.00036,113.00000,20.00000,92
951,0.00060,116.00000,20.00000,90
952,0.00008,107.00000,20.00000,88
953,0.00230,95.00000,24.00000,87
954,0.00082,112.00000,20.00000,91
955,0.00035,113.00000,20.00000,93
956,0.00016,121.00000,20.00000,97
957,0.00008,117.00000,20.00000,97
958,0.00010,115.00000,20.00000,93
959,0.00007,101.00000,24.00000,86
960,0.00110,109.00000,20.00000,90
961,0.00006,117.00000,20.00000,108
962,0.00106,111.00000,20.00000,102
963,0.00007,129.00000,16.00000,115
964,0.00007,132.00000,16.00000,98
965,0.00020,108.00000,20.00000,87
966,0.00004,92.00000,24.00000,78
967,0.00004,95.00000,24.00000,80
968,0.00009,109.00000,20.00000,122
969,0.00030,109.00000,20.00000,92
970,0.00045,112.00000,20.00000,89
971,0.00039,114.00000,20.00000,97
972,0.00369,112.00000,20.00000,90
973,0.00007,113.00000,20.00000,92
974,0.00015,113.00000,20.00000,91
975,0.00012,114.00000,20.00000,91
976,0.00071,110.00000,20.00000,89
977,0.00029,96.00000,24.00000,92
978,0.00138,115.00000,20.00000,108
979,0.00053,95.00000,24.00000,84
980,0.00128,114.00000,20.00000,89
981,0.00073,117.00000,20.00000,102
982,0.00255,116.00000,20.00000,92
983,0.00029,117.00000,20.00000,93
984,0.00013,101.00000,24.00000,84
985,0.00042,111.00000,20.00000,90
986,0.00015,95.00000,24.00000,83
987,0.00019,111.00000,20.00000,90
988,0.00073,93.00000,24.00000,80
989,0.00041,98.00000,24.00000,81
990,0.00115,98.00000,24.00000,82
991,0.00045,111.00000,20.00000,88
992,0.00057,117.00000,20.00000,92
993,0.00010,113.00000,20.00000,105
994,0.00019,114.00000,20.00000,95
995,0.00085,111.00000,20.00000,89
996,0.00037,112.00000,20.00000,88
997,0.00427,110.00000,20.00000,88
998,0.00007,111.00000,20.00000,91
999,0.00141,93.00000,24.00000,87
1000,0.00215,114.00000,20.00000,93
1001,0.00154,130.00000,16.00000,99
1002,0.00041,114.00000,20.00000,90
1003,0.00907,113.00000,20.00000,91
1004,0.00219,114.00000,20.00000,92
1005,0.00009,98.00000,24.00000,85
1006,0.00510,91.00000,24.00000,80
1007,0.00009,118.00000,20.00000,90
1008,0.00174,109.00000,20.00000,87
1009,0.00052,109.00000,20.00000,104
1010,0.00011,111.00000,20.00000,103
1011,0.00029,92.00000,24.00000,87
1012,0.00009,99.00000,24.00000,83
1013,0.00005,109.00000,20.00000,90
1014,0.00004,96.00000,24.00000,81
1015,0.00077,135.00000,16.00000,104
1016,0.00006,116.00000,20.00000,92
1017,0.00038,119.00000,20.00000,93
1018,0.00008,102.00000,24.00000,87
1019,0.00056,107.00000,20.00000,86
1020,0.00090,96.00000,24.00000,82
1021,0.00013,113.00000,20.00000,91
1022,0.00006,109.00000,20.00000,89
1023,0.00084,116.00000,20.00000,91
1024,0.00017,109.00000,20.00000,89
1025,0.00024,113.00000,20.00000,108
1026,0.00013,97.00000,24.00000,95
1027,0.00014,111.00000,20.00000,97
1028,0.00004,113.00000,20.00000,91
1029,0.00021,113.00000,20.00000,100
1030,0.00057,115.00000,20.00000,94
1031,0.00023,113.00000,20.00000,92
1032,0.00020,133.00000,16.00000,104
1033,0.00037,112.00000,20.00000,87
1034,0.00088,114.00000,20.00000,90
1035,0.00061,113.00000,20.00000,91
1036,0.00078,113.00000,20.00000,93
1037,0.00012,112.00000,20.00000,88
1038,0.00006,113.00000,20.00000,89
1039,0.00059,95.00000,24.00000,81
1040,0.00423,112.00000,20.00000,87
1041,0.00013,114.00000,20.00000,105
1042,0.00078,110.00000,20.00000,100
1043,0.00213,111.00000,20.00000,93
1044,0.00168,116.00000,20.00000,90
1045,0.00009,114.00000,20.00000,109
1046,0.00028,114.00000,20.00000,92
1047,0.00255,114.00000,20.00000,89
1048,0.00048,111.00000,20.00000,99
1049,0.00012,107.00000,20.00000,94
1050,0.00031,113.00000,20.00000,90
1051,0.00009,105.00000,20.00000,88
1052,0.00033,92.00000,24.00000,82
1053,0.00177,109.00000,20.00000,90
1054,0.00013,97.00000,24.00000,81
1055,0.00021,91.00000,24.00000,79
1056,0.00021,114.00000,20.00000,90
1057,0.00020,95.00000,24.00000,94
1058,0.00019,105.00000,24.00000,98
1059,0.00567,117.00000,20.00000,95
1060,0.00029,100.00000,24.00000,84
1061,0.00006,115.00000,20.00000,91
1062,0.00005,111.00000,20.00000,90
1063,0.00008,116.00000,20.00000,91
1064,0.00054,112.00000,20.00000,87
1065,0.00054,119.00000,20.00000,93
1066,0.00008,114.00000,20.00000,90
1067,0.00160,110.00000,20.00000,89
1068,0.00489,111.00000,20.00000,91
1069,0.00011,103.00000,24.00000,84
1070,0.00161,116.00000,20.00000,106
1071,0.00013,132.00000,16.00000,100
1072,0.00081,116.00000,20.00000,90
1073,0.00026,98.00000,24.00000,97
1074,0.00049,92.00000,24.00000,92
1075,0.00087,99.00000,24.00000,87
1076,0.00600,94.00000,24.00000,79
1077,0.00821,111.00000,20.00000,90
1078,0.00021,93.00000,24.00000,83
1079,0.00051,115.00000,20.00000,91
1080,0.00015,98.00000,24.00000,87
1081,0.00201,116.00000,20.00000,91
1082,0.00011,116.00000,20.00000,89
1083,0.00035,111.00000,20.00000,90
1084,0.00019,116.00000,20.00000,89
1085,0.00139,97.00000,24.00000,83
1086,0.00464,109.00000,20.00000,89
1087,0.00054,117.00000,20.00000,92
1088,0.00008,112.00000,20.00000,88
1089,0.00011,116.00000,20.00000,106
1090,0.00027,114.00000,20.00000,98
1091,0.00740,99.00000,24.00000,83
1092,0.00052,116.00000,20.00000,91
1093,0.00020,114.00000,20.00000,90
1094,0.00026,94.00000,24.00000,83
1095,0.00015,91.00000,24.00000,80
1096,0.00039,118.00000,20.00000,92
1097,0.00017,111.00000,20.00000,91
1098,0.00044,105.00000,20.00000,86
1099,0.00024,110.00000,20.00000,90
1100,0.00026,117.00000,20.00000,93
1101,0.00069,111.00000,20.00000,90
1102,0.00168,94.00000,24.00000,80
1103,0.00057,113.00000,20.00000,92
1104,0.00014,110.00000,20.00000,88
1105,0.00009,118.00000,20.00000,106
1106,0.00015,112.00000,20.00000,95
1107,0.00098,119.00000,20.00000,92
1108,0.00004,113.00000,20.00000,99
1109,0.00003,115.00000,20.00000,92
1110,0.00057,110.00000,20.00000,88
1111,0.00020,131.00000,16.00000,100
1112,0.00057,114.00000,20.00000,89
1113,0.00018,134.00000,16.00000,101
1114,0.00005,113.00000,20.00000,91
1115,0.00022,110.00000,20.00000,87
1116,0.00031,95.00000,24.00000,82
1117,0.00021,97.00000,24.00000,82
1118,0.00009,99.00000,24.00000,85
1119,0.00008,115.00000,20.00000,93
1120,0.00006,113.00000,20.00000,90
1121,0.00042,109.00000,20.00000,104
1122,0.00037,115.00000,20.00000,123
1123,0.00023,112.00000,20.00000,87
1124,0.00211,97.00000,24.00000,84
1125,0.00014,102.00000,24.00000,85
1126,0.00014,109.00000,20.00000,89
1127,0.00008,114.00000,20.00000,88
1128,0.00010,109.00000,20.00000,88
1129,0.00006,110.00000,20.00000,88
1130,0.00053,119.00000,20.00000,93
1131,0.00061,114.00000,20.00000,90
1132,0.00008,116.00000,20.00000,90
1133,0.00089,99.00000,24.00000,82
1134,0.00011,114.00000,20.00000,90
1135,0.00195,95.00000,24.00000,83
1136,0.00032,110.00000,20.00000,90
1137,0.00158,114.00000,20.00000,107
1138,0.00174,117.00000,20.00000,119
1139,0.00261,115.00000,20.00000,96
1140,0.00015,115.00000,20.00000,92
1141,0.00012,114.00000,20.00000,93
1142,0.00124,111.00000,20.00000,89
1143,0.00115,117.00000,20.00000,91
1144,0.00028,111.00000,20.00000,89
1145,0.00057,109.00000,20.00000,90
1146,0.00150,117.00000,20.00000,94
1147,0.00014,131.00000,16.00000,100
1148,0.00018,113.00000,20.00000,118
1149,0.00037,116.00000,20.00000,92
1150,0.00012,92.00000,24.00000,82
1151,0.00043,114.00000,20.00000,90
1152,0.00024,111.00000,20.00000,91
1153,0.00545,112.00000,20.00000,102
1154,0.00046,96.00000,24.00000,91
1155,0.00045,116.00000,20.00000,93
1156,0.00525,116.00000,20.00000,89
1157,0.00029,117.00000,20.00000,92
1158,0.00091,117.00000,20.00000,91
1159,0.00355,111.00000,20.00000,90
1160,0.00576,113.00000,20.00000,90
1161,0.00191,108.00000,20.00000,84
1162,0.00043,111.00000,20.00000,88
1163,0.00113,96.00000,24.00000,80
1164,0.00122,111.00000,20.00000,89
1165,0.00087,114.00000,20.00000,90
1166,0.00051,115.00000,20.00000,91
1167,0.00579,129.00000,16.00000,98
1168,0.00112,114.00000,20.00000,90
1169,0.00279,111.00000,20.00000,105
1170,0.00120,93.00000,24.00000,93
1171,0.00514,115.00000,20.00000,94
1172,0.00344,102.00000,24.00000,83
1173,0.00046,115.00000,20.00000,90
1174,0.00092,110.00000,20.00000,88
1175,0.00016,91.00000,24.00000,80
1176,0.00207,113.00000,20.00000,89
1177,0.00154,132.00000,16.00000,99
1178,0.00194,94.00000,24.00000,79
1179,0.00522,95.00000,24.00000,81
1180,0.00014,115.00000,20.00000,91
1181,0.00067,114.00000,20.00000,88
1182,0.00097,117.00000,20.00000,92
1183,0.00032,114.00000,20.00000,88
1184,0.00156,115.00000,20.00000,91
1185,0.00037,113.00000,20.00000,105
1186,0.00030,95.00000,24.00000,92
1187,0.00018,114.00000,20.00000,90
1188,0.00041,117.00000,20.00000,94
1189,0.00009,111.00000,20.00000,90
1190,0.00030,115.00000,20.00000,92
1191,0.00010,95.00000,24.00000,82
1192,0.00018,114.00000,20.00000,91
1193,0.00022,102.00000,24.00000,85
1194,0.00099,110.00000,20.00000,88
1195,0.00053,113.00000,20.00000,90
1196,0.00027,92.00000,24.00000,82
1197,0.00025,113.00000,20.00000,92
1198,0.00012,111.00000,20.00000,91
1199,0.00007,95.00000,24.00000,81
1200,0.00023,111.00000,20.00000,90
1201,0.00092,97.00000,24.00000,97
1202,0.00204,98.00000,24.00000,96
1203,0.00361,94.00000,24.00000,82
1204,0.00140,115.00000,20.00000,90
1205,0.00238,111.00000,20.00000,91
1206,0.00023,108.00000,20.00000,86
1207,0.00301,112.00000,20.00000,90
1208,0.00256,113.00000,20.00000,90
1209,0.00112,112.00000,20.00000,89
1210,0.00131,117.00000,20.00000,92
1211,0.00147,92.00000,24.00000,80
1212,0.00139,113.00000,20.00000,94
1213,0.00147,91.00000,24.00000,79
1214,0.00184,114.00000,20.00000,90
1215,0.00190,115.00000,20.00000,91
1216,0.00450,110.00000,20.00000,90
1217,0.00057,112.00000,20.00000,102
1218,0.00100,100.00000,24.00000,93
1219,0.00262,112.00000,20.00000,90
1220,0.00022,114.00000,20.00000,90
1221,0.00217,122.00000,20.00000,94
1222,0.00091,121.00000,20.00000,95
1223,0.00045,113.00000,20.00000,94
1224,0.00031,114.00000,20.00000,90
1225,0.00191,117.00000,20.00000,94
1226,0.00103,120.00000,20.00000,94
1227,0.00152,111.00000,20.00000,90
1228,0.00086,114.00000,20.00000,91
1229,0.00088,116.00000,20.00000,90
1230,0.00017,117.00000,20.00000,93
1231,0.00798,99.00000,24.00000,85
1232,0.00050,114.00000,20.00000,88
1233,0.00638,131.00000,16.00000,117
1234,0.00214,136.00000,16.00000,106
1235,0.00146,115.00000,20.00000,91
1236,0.00111,112.00000,20.00000,88
1237,0.00074,116.00000,20.00000,90
1238,0.00203,118.00000,20.00000,91
1239,0.00238,115.00000,20.00000,91
1240,0.00644,118.00000,20.00000,92
1241,0.00555,100.00000,24.00000,82
1242,0.00209,133.00000,16.00000,100
1243,0.00436,95.00000,24.00000,81
1244,0.00383,111.00000,20.00000,90
1245,0.00655,109.00000,20.00000,91
1246,0.00990,112.00000,20.00000,88
1247,0.00749,99.00000,24.00000,83
1248,0.00273,100.00000,24.00000,87
1249,0.00604,113.00000,20.00000,121
1250,0.01472,95.00000,24.00000,92
1251,0.00540,115.00000,20.00000,99
1252,0.00758,111.00000,20.00000,90
1253,0.00779,114.00000,20.00000,90
1254,0.00667,115.00000,20.00000,90
1255,0.00663,109.00000,20.00000,88
1256,0.00435,96.00000,24.00000,81
1257,0.00667,108.00000,20.00000,85
1258,0.00456,115.00000,20.00000,91
1259,0.00466,102.00000,24.00000,84
1260,0.00156,113.00000,20.00000,90
1261,0.00469,117.00000,20.00000,93
1262,0.00366,111.00000,20.00000,91
1263,0.00064,129.00000,16.00000,99
1264,0.00462,116.00000,20.00000,90
1265,0.00195,112.00000,20.00000,103
1266,0.00564,109.00000,20.00000,101
1267,0.00088,116.00000,20.00000,105
1268,0.00117,118.00000,20.00000,93
1269,0.00190,107.00000,20.00000,87
1270,0.00253,110.00000,20.00000,87
1271,0.00625,99.00000,24.00000,82
1272,0.00110,114.00000,20.00000,90
1273,0.00934,113.00000,20.00000,90
1274,0.00091,118.00000,20.00000,92
1275,0.00538,99.00000,24.00000,82
1276,0.00121,95.00000,24.00000,80
1277,0.00059,113.00000,20.00000,89
1278,0.00052,112.00000,20.00000,87
1279,0.00273,109.00000,20.00000,96
1280,0.00074,114.00000,20.00000,88
1281,0.00241,119.00000,20.00000,111
1282,0.00201,111.00000,20.00000,93
1283,0.00161,116.00000,20.00000,91
1284,0.00097,94.00000,24.00000,81
1285,0.00354,91.00000,24.00000,79
1286,0.00221,129.00000,16.00000,99
1287,0.00927,98.00000,24.00000,82
1288,0.00099,110.00000,20.00000,89
1289,0.00261,117.00000,20.00000,94
1290,0.00150,115.00000,20.00000,91
1291,0.00144,103.00000,24.00000,87
1292,0.00116,97.00000,24.00000,83
1293,0.00194,109.00000,20.00000,90
1294,0.00222,133.00000,16.00000,103
1295,0.00081,113.00000,20.00000,92
1296,0.00334,95.00000,24.00000,83
1297,0.00399,113.00000,20.00000,105
1298,0.00297,131.00000,16.00000,142
1299,0.01050,97.00000,24.00000,140
1300,0.00106,115.00000,20.00000,93
1301,0.00318,114.00000,20.00000,91
1302,0.00251,109.00000,20.00000,90
1303,0.00292,114.00000,20.00000,90
1304,0.00379,112.00000,20.00000,89
1305,0.00240,129.00000,16.00000,102
1306,0.00070,111.00000,20.00000,89
1307,0.00027,91.00000,24.00000,80
1308,0.00329,96.00000,24.00000,83
1309,0.00234,117.00000,20.00000,93
1310,0.00358,132.00000,16.00000,99
1311,0.00370,112.00000,20.00000,87
1312,0.00122,109.00000,20.00000,89
1313,0.00129,110.00000,20.00000,102
1314,0.00055,112.00000,20.00000,102
1315,0.00097,107.00000,20.00000,88
1316,0.00384,99.00000,24.00000,106
1317,0.00116,117.00000,20.00000,93
1318,0.00347,94.00000,24.00000,81
1319,0.00612,109.00000,20.00000,91
1320,0.00397,118.00000,20.00000,94
1321,0.00100,96.00000,24.00000,79
1322,0.00263,97.00000,24.00000,82
1323,0.00489,110.00000,20.00000,89
1324,0.00476,114.00000,20.00000,90
1325,0.00219,117.00000,20.00000,92
1326,0.00299,116.00000,20.00000,90
1327,0.00298,100.00000,24.00000,84
1328,0.00044,113.00000,20.00000,90
1329,0.00482,93.00000,24.00000,95
1330,0.00145,113.00000,20.00000,102
1331,0.00441,115.00000,20.00000,102
1332,0.00561,101.00000,24.00000,85
1333,0.00410,111.00000,20.00000,90
1334,0.00091,112.00000,20.00000,88
1335,0.00259,117.00000,20.00000,94
1336,0.00782,110.00000,20.00000,90
1337,0.00171,115.00000,20.00000,91
1338,0.00293,113.00000,20.00000,92
1339,0.00303,109.00000,20.00000,91
1340,0.00063,93.00000,24.00000,82
1341,0.00655,108.00000,20.00000,87
1342,0.00205,116.00000,20.00000,89
1343,0.00905,117.00000,20.00000,94
1344,0.00524,112.00000,20.00000,88
1345,0.00368,116.00000,20.00000,108
1346,0.00248,118.00000,20.00000,98
1347,0.00083,96.00000,24.00000,79
1348,0.00200,109.00000,20.00000,90
1349,0.00103,133.00000,16.00000,101
1350,0.00163,116.00000,20.00000,91
1351,0.00363,102.00000,24.00000,84
1352,0.00202,114.00000,20.00000,92
1353,0.00214,100.00000,24.00000,84
1354,0.00501,93.00000,24.00000,83
1355,0.00306,120.00000,20.00000,93
1356,0.00194,103.00000,24.00000,85
1357,0.00255,95.00000,24.00000,82
1358,0.00210,113.00000,20.00000,91
1359,0.00120,135.00000,16.00000,102
1360,0.00136,112.00000,20.00000,87
1361,0.00474,109.00000,20.00000,106
1362,0.00615,111.00000,20.00000,105
1363,0.00486,113.00000,20.00000,92
1364,0.01050,98.00000,24.00000,91
1365,0.00312,98.00000,24.00000,84
1366,0.00760,105.00000,20.00000,104
1367,0.00360,93.00000,24.00000,80
1368,0.00324,97.00000,24.00000,83
1369,0.00196,112.00000,20.00000,90
1370,0.00253,120.00000,20.00000,92
1371,0.00278,95.00000,24.00000,82
1372,0.00082,109.00000,20.00000,89
1373,0.00682,103.00000,24.00000,86
1374,0.00682,110.00000,20.00000,91
1375,0.00401,93.00000,24.00000,80
1376,0.00439,108.00000,20.00000,85
1377,0.00354,112.00000,20.00000,103
1378,0.01105,113.00000,20.00000,106
1379,0.01224,105.00000,20.00000,87
1380,0.01382,97.00000,24.00000,82
1381,0.01005,109.00000,20.00000,89
1382,0.00898,94.00000,24.00000,79
1383,0.00495,91.00000,24.00000,81
1384,0.00618,118.00000,20.00000,94
1385,0.00663,129.00000,16.00000,103
1386,0.00822,113.00000,20.00000,94
1387,0.00602,118.00000,20.00000,94
1388,0.00827,96.00000,24.00000,83
1389,0.00474,113.00000,20.00000,92
1390,0.00462,98.00000,24.00000,85
1391,0.02170,113.00000,20.00000,93
1392,0.01358,110.00000,20.00000,88
1393,0.00718,113.00000,20.00000,106
1394,0.00297,115.00000,20.00000,105
1395,0.00387,85.00000,24.00000,79
1396,0.00128,95.00000,24.00000,81
1397,0.00519,111.00000,20.00000,89
1398,0.00208,109.00000,20.00000,89
1399,0.00296,115.00000,20.00000,92
1400,0.00202,116.00000,20.00000,91
1401,0.00604,114.00000,20.00000,89
1402,0.00066,101.00000,24.00000,86
1403,0.00257,115.00000,20.00000,93
1404,0.00159,117.00000,20.00000,94
1405,0.00295,100.00000,24.00000,85
1406,0.00287,111.00000,20.00000,89
1407,0.00118,114.00000,20.00000,89
1408,0.00292,116.00000,20.00000,92
1409,0.00336,109.00000,20.00000,106
1410,0.00392,100.00000,24.00000,98
1411,0.00250,109.00000,20.00000,99
1412,0.00332,115.00000,20.00000,94
1413,0.00197,111.00000,20.00000,91
1414,0.00184,114.00000,20.00000,93
1415,0.00293,87.00000,24.00000,80
1416,0.00493,96.00000,24.00000,80
1417,0.00483,111.00000,20.00000,90
1418,0.00241,113.00000,20.00000,94
1419,0.00432,114.00000,20.00000,90
1420,0.00494,109.00000,20.00000,88
1421,0.00251,113.00000,20.00000,90
1422,0.00129,114.00000,20.00000,90
1423,0.00338,129.00000,16.00000,99
1424,0.00423,116.00000,20.00000,90
1425,0.00305,115.00000,20.00000,107
1426,0.01013,104.00000,24.00000,98
1427,0.00436,117.00000,20.00000,96
1428,0.00063,114.00000,20.00000,90
1429,0.00467,96.00000,24.00000,80
1430,0.00195,92.00000,24.00000,79
1431,0.00053,115.00000,20.00000,91
1432,0.00167,113.00000,20.00000,91
1433,0.00044,116.00000,20.00000,91
1434,0.00174,117.00000,20.00000,92
1435,0.00241,113.00000,20.00000,92
1436,0.00805,117.00000,20.00000,92
1437,0.00088,114.00000,20.00000,91
1438,0.00333,110.00000,20.00000,89
1439,0.00030,95.00000,24.00000,81
1440,0.00044,118.00000,20.00000,93
1441,0.00261,91.00000,24.00000,92
